chosenVideoID,chosenVideoRating,notChosenVideoID,notChosenVideoRating,emotionName,confidenceRating,chosenVideoAvg,notChosenVideoAvg,chosenVideoVar,notChosenVideoVar,value_difference,summed_variability,summed_value,consistent_choice,subject_id
1343,4.449999999999999,1281,3.82,joy,3.29,4.449999999999999,3.82,0.028284271247461926,0.5656854249492379,0.6299999999999994,0.5939696961966998,8.27,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
0864,3.695,0844,3.35,joy,3.48,3.695,3.35,0.0919238815542511,0.08485281374238578,0.34499999999999975,0.17677669529663687,7.045,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
0452,4.205,0844,3.35,joy,,4.205,3.35,0.34648232278140845,0.08485281374238578,0.855,0.43133513652379424,7.555,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
0844,3.35,1160,3.635,joy,3.8,3.35,3.635,0.08485281374238578,0.9404520189781079,0.2849999999999997,1.0253048327204937,6.984999999999999,0,66eiQT6v7jbX4HLVZAF9jjjAnhi2
0452,4.205,1850,5.380000000000001,joy,,4.205,5.380000000000001,0.34648232278140845,0.4949747468305834,1.1750000000000007,0.8414570696119918,9.585,0,66eiQT6v7jbX4HLVZAF9jjjAnhi2
1428,3.825,1343,4.449999999999999,joy,,3.825,4.449999999999999,0.4737615433949868,0.028284271247461926,0.6249999999999991,0.5020458146424487,8.274999999999999,0,66eiQT6v7jbX4HLVZAF9jjjAnhi2
1932,4.859999999999999,1160,3.635,joy,,4.859999999999999,3.635,0.127279220613579,0.9404520189781079,1.2249999999999996,1.067731239591687,8.495,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
1428,3.825,1743,2.925,joy,,3.825,2.925,0.4737615433949868,0.3181980515339462,0.9000000000000004,0.791959594928933,6.75,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
2060,4.6899999999999995,1580,5.305,joy,,4.6899999999999995,5.305,0.2828427124746186,0.33234018715767716,0.6150000000000002,0.6151828996322958,9.995,0,66eiQT6v7jbX4HLVZAF9jjjAnhi2
1683,5.895,1743,2.925,joy,,5.895,2.925,0.0636396103067898,0.3181980515339462,2.9699999999999998,0.381837661840736,8.82,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
1159,4.705,1683,5.895,joy,,4.705,5.895,1.0394469683442251,0.0636396103067898,1.1899999999999995,1.103086578651015,10.6,0,66eiQT6v7jbX4HLVZAF9jjjAnhi2
1159,4.705,1580,5.305,joy,,4.705,5.305,1.0394469683442251,0.33234018715767716,0.5999999999999996,1.3717871555019023,10.01,0,66eiQT6v7jbX4HLVZAF9jjjAnhi2
1698,3.79,1898,4.04,joy,,3.79,4.04,0.6788225099390853,0.6788225099390853,0.25,1.3576450198781707,7.83,0,66eiQT6v7jbX4HLVZAF9jjjAnhi2
1159,4.705,1692,5.855,joy,,4.705,5.855,1.0394469683442251,0.1767766952966369,1.1500000000000004,1.216223663640862,10.56,0,66eiQT6v7jbX4HLVZAF9jjjAnhi2
0844,3.35,1848,3.08,joy,,3.35,3.08,0.08485281374238578,0.12727922061357835,0.27,0.21213203435596412,6.43,1,66eiQT6v7jbX4HLVZAF9jjjAnhi2
