rating_phase1,videoID,emotionName,durationBlackScreen_phase1,rating_phase2,durationBlackScreen_phase2,average_rating,variance_rating,subject_id
2.35,0522,anxiety,900,1.33,2600,1.84,0.7212489168102785,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
6.94,1807,romance,900,6.85,2600,6.895,0.0636396103067898,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
4.95,1626,romance,900,5.11,2600,5.03,0.1131370849898477,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
1.95,0491,anxiety,900,1.6,2600,1.775,0.24748737341529153,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
6.95,0312,sadness,900,6.99,2600,6.970000000000001,0.028284271247461926,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
6.6,1658,romance,900,4.98,2600,5.79,1.1455129855222064,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
4.76,1503,joy,2600,4.62,900,4.6899999999999995,0.09899494936611643,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
1.98,0103,romance,2600,2.27,900,2.125,0.2050609665440988,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
4.45,1329,sadness,900,3.79,2600,4.12,0.4666904755831215,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
7.0,1343,joy,900,5.96,2600,6.48,0.7353910524340094,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
3.55,1623,sadness,2600,3.48,900,3.5149999999999997,0.049497474683058214,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
6.97,0083,joy,2600,6.93,900,6.949999999999999,0.028284271247461926,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
1.08,2067,disgust,2600,2.76,900,1.92,1.1879393923933996,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
4.32,1943,sadness,2600,5.09,900,4.705,0.5444722215136413,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
1.78,1492,anxiety,900,1.34,2600,1.56,0.31112698372208086,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
1.24,0120,sadness,2600,1.34,900,1.29,0.07071067811865482,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
6.87,1829,romance,900,6.82,2600,6.845000000000001,0.03535533905932725,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
1.24,0489,anxiety,2600,2.55,900,1.895,0.9263098833543771,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
2.37,0600,sadness,900,2.85,2600,2.6100000000000003,0.33941125496954283,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
7.0,1752,sadness,900,7.0,2600,7.0,0.0,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
1.0,1160,joy,2600,1.85,900,1.425,0.6010407640085654,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
1.7,1137,disgust,900,4.72,2600,3.21,2.1354624791833734,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
6.61,1035,disgust,900,6.32,2600,6.465,0.2050609665440988,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
3.59,1086,romance,2600,3.48,900,3.535,0.07778174593052013,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
4.95,0307,romance,2600,6.5,900,5.725,1.0960155108391485,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
1.1,1848,joy,2600,1.54,900,1.32,0.31112698372208086,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
5.03,0520,romance,900,6.49,2600,5.76,1.0323759005323594,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
1.08,1279,sadness,900,1.62,2600,1.35,0.3818376618407357,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
3.63,0490,sadness,2600,4.51,900,4.07,0.6222539674441617,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
5.67,0395,anxiety,900,4.58,2600,5.125,0.7707463914933367,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
1.68,2121,anxiety,900,1.46,2600,1.5699999999999998,0.15556349186104043,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
6.92,1171,joy,900,4.66,2600,5.79,1.5980613254815972,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
4.51,0864,joy,2600,3.5,900,4.005,0.7141778489984129,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
4.85,1231,sadness,900,4.93,2600,4.89,0.05656854249492385,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
3.44,1692,joy,2600,3.61,900,3.525,0.12020815280171303,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
7.0,1159,joy,2600,6.85,900,6.925,0.10606601717798238,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
2.13,1534,romance,900,2.67,2600,2.4,0.3818376618407357,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
4.41,1989,romance,900,1.56,2600,2.9850000000000003,2.0152543263816605,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
5.94,1404,disgust,900,4.48,2600,5.210000000000001,1.0323759005323594,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
2.91,1970,disgust,2600,3.31,900,3.1100000000000003,0.28284271247461895,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
5.01,2006,disgust,900,1.58,2600,3.295,2.4253762594698576,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
7.0,1661,joy,900,6.81,2600,6.904999999999999,0.1343502884254443,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
5.05,0844,joy,900,4.38,2600,4.715,0.4737615433949868,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
4.81,0417,disgust,2600,4.48,900,4.645,0.2333452377915601,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
5.97,1174,disgust,900,5.45,2600,5.71,0.3676955262170044,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
1.1,0648,anxiety,2600,1.93,900,1.5150000000000001,0.5868986283848343,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
5.93,1683,joy,900,5.25,2600,5.59,0.4808326112068521,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
4.38,0722,anxiety,2600,2.95,900,3.665,1.0111626970967629,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
3.54,1698,joy,900,4.26,2600,3.9,0.5091168824543141,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
6.96,0277,romance,2600,6.75,900,6.855,0.14849242404917495,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
1.52,1725,sadness,2600,6.6,900,4.06,3.5921024484276614,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
1.0,2060,joy,2600,1.27,900,1.135,0.19091883092036785,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
3.75,0460,anxiety,900,1.3,2600,2.525,1.7324116139070413,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
2.91,0095,disgust,2600,3.79,900,3.35,0.6222539674441617,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
6.43,0300,sadness,900,5.84,2600,6.135,0.41719300090006295,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
5.09,1487,disgust,900,4.62,2600,4.855,0.33234018715767716,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
7.0,0009,sadness,900,6.93,2600,6.965,0.049497474683058526,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
6.84,1765,disgust,900,6.92,2600,6.88,0.05656854249492385,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
3.11,0911,anxiety,2600,1.63,900,2.37,1.0465180361560904,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
3.37,1114,anxiety,2600,2.33,900,2.85,0.7353910524340095,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
2.68,2130,anxiety,900,1.68,2600,2.18,0.7071067811865477,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
2.2,1767,anxiety,2600,5.43,900,3.815,2.283954903232548,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
1.64,0548,anxiety,2600,1.87,900,1.755,0.16263455967290608,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
6.96,1622,romance,900,6.79,2600,6.875,0.12020815280171303,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
4.45,0969,anxiety,2600,4.39,900,4.42,0.0424264068711932,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
1.11,1576,disgust,2600,2.08,900,1.5950000000000002,0.6858935777509511,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
6.97,1932,joy,900,6.5,2600,6.734999999999999,0.33234018715767716,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
6.94,1169,sadness,900,6.96,2600,6.95,0.014142135623730649,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
6.12,1101,sadness,900,3.33,2600,4.725,1.9728279195104677,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
6.69,1259,disgust,2600,6.41,900,6.550000000000001,0.19798989873223347,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
1.11,1928,romance,900,1.2,2600,1.155,0.06363961030678918,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
2.79,0282,disgust,2600,3.24,900,3.015,0.3181980515339465,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
3.53,1743,joy,900,2.51,2600,3.0199999999999996,0.7212489168102785,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
2.07,0377,anxiety,2600,2.15,900,2.11,0.05656854249492385,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
5.22,1716,romance,900,6.76,2600,5.99,1.0889444430272832,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
5.69,0829,disgust,2600,6.43,900,6.0600000000000005,0.5232590180780446,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
1.41,1777,anxiety,2600,2.63,900,2.02,0.8626702730475879,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
5.75,1850,joy,900,4.74,2600,5.245,0.7141778489984129,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
4.22,1012,joy,2600,4.31,900,4.265,0.06363961030678918,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
6.78,2035,sadness,2600,6.49,900,6.635,0.2050609665440988,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
1.56,0255,sadness,900,1.15,2600,1.355,0.28991378028648457,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
1.44,1283,anxiety,900,2.31,2600,1.875,0.6151828996322964,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
6.96,0452,joy,2600,6.59,900,6.775,0.26162950903902266,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
1.04,1167,sadness,2600,2.47,900,1.7550000000000001,1.011162697096763,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
6.97,1580,joy,900,6.85,2600,6.91,0.08485281374238578,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
1.02,1898,joy,2600,1.27,900,1.145,0.1767766952966369,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
7.0,0464,disgust,900,7.0,2600,7.0,0.0,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
6.98,1756,romance,2600,6.5,900,6.74,0.3394112549695431,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
5.2,0905,disgust,900,4.7,2600,4.95,0.3535533905932738,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
7.0,2119,sadness,900,6.87,2600,6.9350000000000005,0.0919238815542511,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
6.17,2007,romance,2600,4.63,900,5.4,1.0889444430272832,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
1.7,0730,anxiety,2600,1.8,900,1.75,0.07071067811865482,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
6.92,2062,sadness,2600,6.92,900,6.92,0.0,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
6.87,1295,romance,2600,6.67,900,6.77,0.14142135623730964,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
4.46,1428,joy,2600,4.77,900,4.615,0.21920310216782946,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
4.95,0174,joy,900,4.34,2600,4.645,0.43133513652379424,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
5.36,1271,disgust,2600,5.26,900,5.3100000000000005,0.07071067811865513,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
2.44,0746,sadness,2600,2.93,900,2.685,0.34648232278140845,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
4.55,1960,disgust,900,2.62,2600,3.585,1.3647160876900366,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
1.7,0190,anxiety,900,1.16,2600,1.43,0.3818376618407357,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
6.94,0069,romance,2600,6.87,900,6.905,0.049497474683058526,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
3.31,0779,romance,900,2.37,2600,2.84,0.6646803743153546,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
5.71,1485,sadness,2600,2.07,900,3.8899999999999997,2.573868683519033,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
1.57,1037,anxiety,2600,2.31,900,1.94,0.5232590180780452,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
2.71,1642,anxiety,900,1.76,2600,2.235,0.67175144212722,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
7.0,1757,disgust,900,7.0,2600,7.0,0.0,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
3.22,0115,anxiety,900,1.62,2600,2.42,1.1313708498984762,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
4.54,0909,disgust,900,3.18,2600,3.8600000000000003,0.9616652224137046,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
1.14,0758,anxiety,900,1.41,2600,1.275,0.19091883092036785,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
6.86,1054,romance,2600,7.0,900,6.93,0.09899494936611643,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
3.07,0744,anxiety,2600,2.06,900,2.565,0.7141778489984129,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
4.54,0774,sadness,900,3.48,2600,4.01,0.7495331880577404,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
2.71,1365,joy,900,2.98,2600,2.8449999999999998,0.19091883092036785,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
2.94,0218,disgust,2600,3.31,900,3.125,0.26162950903902266,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
6.9,0566,disgust,2600,5.88,900,6.390000000000001,0.7212489168102788,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
2.96,1737,anxiety,900,1.42,2600,2.19,1.0889444430272832,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
6.59,2102,joy,900,6.32,2600,6.455,0.19091883092036754,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
4.43,1028,romance,2600,4.37,900,4.4,0.042426406871192576,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
1.64,1402,anxiety,2600,5.36,900,3.5,2.630437226013957,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
3.34,0046,anxiety,900,1.95,2600,2.645,0.982878425849301,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
6.72,0982,joy,2600,6.4,900,6.5600000000000005,0.2262741699796948,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
5.26,1434,disgust,900,4.59,2600,4.925,0.4737615433949868,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
4.58,0194,joy,900,4.97,2600,4.775,0.27577164466275333,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
6.51,1191,joy,900,5.71,2600,6.109999999999999,0.5656854249492379,s5ZQO7s4JcbMwZbx9faFWEP5zoa2
1.91,1171,joy,900,2.36,2600,2.135,0.31819805153394637,FzSIO4jBaMMX8PtwPc3OuED0XHk1
2.9,1683,joy,2600,4.34,900,3.62,1.0182337649086284,FzSIO4jBaMMX8PtwPc3OuED0XHk1
,0174,joy,900,2.8,2600,2.8,,FzSIO4jBaMMX8PtwPc3OuED0XHk1
3.0,1295,romance,900,3.26,2600,3.13,0.1838477631085022,FzSIO4jBaMMX8PtwPc3OuED0XHk1
5.1,1487,disgust,900,5.58,2600,5.34,0.3394112549695431,FzSIO4jBaMMX8PtwPc3OuED0XHk1
4.2,1329,sadness,2600,3.51,900,3.855,0.48790367901871806,FzSIO4jBaMMX8PtwPc3OuED0XHk1
2.34,0758,anxiety,2600,2.29,900,2.315,0.03535533905932725,FzSIO4jBaMMX8PtwPc3OuED0XHk1
4.33,1661,joy,900,3.05,2600,3.69,0.9050966799187811,FzSIO4jBaMMX8PtwPc3OuED0XHk1
5.5,0911,anxiety,900,5.97,2600,5.734999999999999,0.33234018715767716,FzSIO4jBaMMX8PtwPc3OuED0XHk1
2.57,1343,joy,2600,2.94,900,2.755,0.26162950903902266,FzSIO4jBaMMX8PtwPc3OuED0XHk1
1.98,1160,joy,900,1.8,2600,1.8900000000000001,0.12727922061357852,FzSIO4jBaMMX8PtwPc3OuED0XHk1
6.72,1767,anxiety,2600,6.18,900,6.449999999999999,0.3818376618407357,FzSIO4jBaMMX8PtwPc3OuED0XHk1
5.77,0464,disgust,900,5.16,2600,5.465,0.43133513652379357,FzSIO4jBaMMX8PtwPc3OuED0XHk1
6.13,1807,romance,900,5.73,2600,5.93,0.2828427124746186,FzSIO4jBaMMX8PtwPc3OuED0XHk1
1.73,2006,disgust,900,2.26,2600,1.9949999999999999,0.3747665940288701,FzSIO4jBaMMX8PtwPc3OuED0XHk1
6.3,0009,sadness,900,5.97,2600,6.135,0.23334523779156074,FzSIO4jBaMMX8PtwPc3OuED0XHk1
2.01,0255,sadness,2600,2.15,900,2.08,0.09899494936611673,FzSIO4jBaMMX8PtwPc3OuED0XHk1
6.26,0377,anxiety,900,6.62,2600,6.4399999999999995,0.2545584412271574,FzSIO4jBaMMX8PtwPc3OuED0XHk1
5.44,1626,romance,900,3.16,2600,4.300000000000001,1.6122034611053286,FzSIO4jBaMMX8PtwPc3OuED0XHk1
4.66,2119,sadness,2600,3.67,900,4.165,0.7000357133746822,FzSIO4jBaMMX8PtwPc3OuED0XHk1
3.31,1206,joy,2600,2.46,900,2.885,0.6010407640085654,FzSIO4jBaMMX8PtwPc3OuED0XHk1
6.43,1960,disgust,2600,6.81,900,6.619999999999999,0.268700576850888,FzSIO4jBaMMX8PtwPc3OuED0XHk1
6.38,1576,disgust,900,5.76,2600,6.07,0.4384062043356595,FzSIO4jBaMMX8PtwPc3OuED0XHk1
5.99,0300,sadness,2600,5.33,900,5.66,0.4666904755831215,FzSIO4jBaMMX8PtwPc3OuED0XHk1
3.63,1850,joy,2600,2.66,900,3.145,0.685893577750951,FzSIO4jBaMMX8PtwPc3OuED0XHk1
2.84,0909,disgust,2600,4.6,900,3.7199999999999998,1.2445079348883235,FzSIO4jBaMMX8PtwPc3OuED0XHk1
5.53,0489,anxiety,2600,6.34,900,5.9350000000000005,0.5727564927611032,FzSIO4jBaMMX8PtwPc3OuED0XHk1
3.56,1028,romance,2600,2.52,900,3.04,0.7353910524340095,FzSIO4jBaMMX8PtwPc3OuED0XHk1
5.22,1658,romance,900,4.63,2600,4.925,0.41719300090006295,FzSIO4jBaMMX8PtwPc3OuED0XHk1
5.93,1757,disgust,2600,5.62,900,5.775,0.21920310216782946,FzSIO4jBaMMX8PtwPc3OuED0XHk1
6.41,0046,anxiety,900,6.28,2600,6.345000000000001,0.0919238815542511,FzSIO4jBaMMX8PtwPc3OuED0XHk1
5.57,0491,anxiety,2600,5.82,900,5.695,0.1767766952966369,FzSIO4jBaMMX8PtwPc3OuED0XHk1
5.37,2110,romance,2600,5.36,900,5.365,0.007071067811865324,FzSIO4jBaMMX8PtwPc3OuED0XHk1
5.56,1114,anxiety,900,5.57,2600,5.5649999999999995,0.007071067811865952,FzSIO4jBaMMX8PtwPc3OuED0XHk1
3.17,0779,romance,900,2.23,2600,2.7,0.6646803743153546,FzSIO4jBaMMX8PtwPc3OuED0XHk1
5.29,1679,anxiety,2600,5.24,900,5.265000000000001,0.03535533905932725,FzSIO4jBaMMX8PtwPc3OuED0XHk1
4.57,0566,disgust,2600,2.56,900,3.5650000000000004,1.4212846301849607,FzSIO4jBaMMX8PtwPc3OuED0XHk1
6.36,0190,anxiety,2600,5.99,900,6.175000000000001,0.26162950903902266,FzSIO4jBaMMX8PtwPc3OuED0XHk1
2.66,1534,romance,900,2.47,2600,2.5650000000000004,0.134350288425444,FzSIO4jBaMMX8PtwPc3OuED0XHk1
5.29,1271,disgust,900,4.58,2600,4.9350000000000005,0.5020458146424487,FzSIO4jBaMMX8PtwPc3OuED0XHk1
1.27,0282,disgust,2600,2.87,900,2.0700000000000003,1.1313708498984762,FzSIO4jBaMMX8PtwPc3OuED0XHk1
5.23,0648,anxiety,900,5.55,2600,5.390000000000001,0.2262741699796948,FzSIO4jBaMMX8PtwPc3OuED0XHk1
1.33,1012,joy,900,2.34,2600,1.835,0.7141778489984129,FzSIO4jBaMMX8PtwPc3OuED0XHk1
5.39,2035,sadness,900,5.92,2600,5.654999999999999,0.37476659402887036,FzSIO4jBaMMX8PtwPc3OuED0XHk1
5.81,0460,anxiety,2600,6.18,900,5.994999999999999,0.26162950903902266,FzSIO4jBaMMX8PtwPc3OuED0XHk1
6.6,0095,disgust,900,5.69,2600,6.145,0.6434671708797578,FzSIO4jBaMMX8PtwPc3OuED0XHk1
4.25,1642,anxiety,900,5.43,2600,4.84,0.8343860018001259,FzSIO4jBaMMX8PtwPc3OuED0XHk1
5.64,1238,romance,2600,5.4,900,5.52,0.16970562748477094,FzSIO4jBaMMX8PtwPc3OuED0XHk1
3.57,0824,romance,2600,2.69,900,3.13,0.6222539674441617,FzSIO4jBaMMX8PtwPc3OuED0XHk1
3.0,1428,joy,900,2.37,2600,2.685,0.44547727214752486,FzSIO4jBaMMX8PtwPc3OuED0XHk1
1.49,1943,sadness,2600,2.07,900,1.7799999999999998,0.41012193308819744,FzSIO4jBaMMX8PtwPc3OuED0XHk1
2.66,1402,anxiety,2600,2.17,900,2.415,0.34648232278140845,FzSIO4jBaMMX8PtwPc3OuED0XHk1
4.35,1623,sadness,2600,3.36,900,3.8549999999999995,0.7000357133746818,FzSIO4jBaMMX8PtwPc3OuED0XHk1
2.83,1503,joy,2600,2.38,900,2.605,0.3181980515339465,FzSIO4jBaMMX8PtwPc3OuED0XHk1
6.33,1492,anxiety,2600,6.44,900,6.385,0.07778174593052045,FzSIO4jBaMMX8PtwPc3OuED0XHk1
6.5,0722,anxiety,900,6.09,2600,6.295,0.28991378028648457,FzSIO4jBaMMX8PtwPc3OuED0XHk1
1.7,1281,joy,2600,3.15,900,2.425,1.0253048327204939,FzSIO4jBaMMX8PtwPc3OuED0XHk1
4.86,0829,disgust,900,2.61,2600,3.7350000000000003,1.5909902576697321,FzSIO4jBaMMX8PtwPc3OuED0XHk1
2.52,0312,sadness,900,2.41,2600,2.465,0.07778174593052013,FzSIO4jBaMMX8PtwPc3OuED0XHk1
5.51,1054,romance,900,5.03,2600,5.27,0.3394112549695425,FzSIO4jBaMMX8PtwPc3OuED0XHk1
6.18,1259,disgust,900,6.12,2600,6.15,0.042426406871192576,FzSIO4jBaMMX8PtwPc3OuED0XHk1
2.86,1756,romance,900,2.6,2600,2.73,0.1838477631085022,FzSIO4jBaMMX8PtwPc3OuED0XHk1
4.53,0746,sadness,2600,4.45,900,4.49,0.05656854249492385,FzSIO4jBaMMX8PtwPc3OuED0XHk1
1.97,0905,disgust,2600,2.47,900,2.22,0.3535533905932739,FzSIO4jBaMMX8PtwPc3OuED0XHk1
1.72,1404,disgust,2600,2.02,900,1.87,0.21213203435596428,FzSIO4jBaMMX8PtwPc3OuED0XHk1
5.59,0452,joy,900,5.26,2600,5.425,0.23334523779156074,FzSIO4jBaMMX8PtwPc3OuED0XHk1
4.7,2130,anxiety,2600,5.2,900,4.95,0.3535533905932738,FzSIO4jBaMMX8PtwPc3OuED0XHk1
2.1,1752,sadness,900,2.37,2600,2.2350000000000003,0.19091883092036785,FzSIO4jBaMMX8PtwPc3OuED0XHk1
4.84,1725,sadness,900,5.08,2600,4.96,0.16970562748477155,FzSIO4jBaMMX8PtwPc3OuED0XHk1
2.14,0522,anxiety,900,1.88,2600,2.01,0.1838477631085025,FzSIO4jBaMMX8PtwPc3OuED0XHk1
3.51,1365,joy,2600,3.57,900,3.54,0.04242640687119289,FzSIO4jBaMMX8PtwPc3OuED0XHk1
3.77,0277,romance,2600,2.69,900,3.23,0.7636753236814714,FzSIO4jBaMMX8PtwPc3OuED0XHk1
1.74,0103,romance,2600,2.09,900,1.915,0.24748737341529153,FzSIO4jBaMMX8PtwPc3OuED0XHk1
5.55,1037,anxiety,900,5.83,2600,5.6899999999999995,0.19798989873223347,FzSIO4jBaMMX8PtwPc3OuED0XHk1
5.64,1174,disgust,2600,5.8,900,5.72,0.1131370849898477,FzSIO4jBaMMX8PtwPc3OuED0XHk1
5.61,1580,joy,2600,2.79,900,4.2,1.9940411229460642,FzSIO4jBaMMX8PtwPc3OuED0XHk1
3.84,1191,joy,2600,2.28,900,3.0599999999999996,1.1030865786510142,FzSIO4jBaMMX8PtwPc3OuED0XHk1
4.88,1765,disgust,900,5.47,2600,5.175,0.41719300090006295,FzSIO4jBaMMX8PtwPc3OuED0XHk1
4.84,1989,romance,2600,4.72,900,4.779999999999999,0.08485281374238578,FzSIO4jBaMMX8PtwPc3OuED0XHk1
5.35,1703,sadness,2600,5.28,900,5.3149999999999995,0.049497474683057895,FzSIO4jBaMMX8PtwPc3OuED0XHk1
3.18,1932,joy,2600,3.72,900,3.45,0.3818376618407357,FzSIO4jBaMMX8PtwPc3OuED0XHk1
5.77,1283,anxiety,900,6.26,2600,6.015,0.34648232278140845,FzSIO4jBaMMX8PtwPc3OuED0XHk1
2.89,1716,romance,2600,3.45,900,3.17,0.39597979746446665,FzSIO4jBaMMX8PtwPc3OuED0XHk1
1.65,1511,sadness,900,3.08,2600,2.365,1.011162697096763,FzSIO4jBaMMX8PtwPc3OuED0XHk1
1.9,1086,romance,2600,2.65,900,2.275,0.5303300858899106,FzSIO4jBaMMX8PtwPc3OuED0XHk1
5.77,1909,romance,900,5.45,2600,5.609999999999999,0.2262741699796948,FzSIO4jBaMMX8PtwPc3OuED0XHk1
4.45,1159,joy,900,5.64,2600,5.045,0.8414570696119912,FzSIO4jBaMMX8PtwPc3OuED0XHk1
5.07,1928,romance,900,5.24,2600,5.155,0.12020815280171303,FzSIO4jBaMMX8PtwPc3OuED0XHk1
4.91,0490,sadness,2600,5.21,900,5.0600000000000005,0.21213203435596412,FzSIO4jBaMMX8PtwPc3OuED0XHk1
2.5,1898,joy,900,2.62,2600,2.56,0.08485281374238578,FzSIO4jBaMMX8PtwPc3OuED0XHk1
5.47,0271,anxiety,900,2.85,2600,4.16,1.8526197667087543,FzSIO4jBaMMX8PtwPc3OuED0XHk1
1.12,0079,disgust,2600,1.45,900,1.2850000000000001,0.23334523779156058,FzSIO4jBaMMX8PtwPc3OuED0XHk1
3.02,1777,anxiety,900,2.57,2600,2.795,0.3181980515339465,FzSIO4jBaMMX8PtwPc3OuED0XHk1
2.92,1743,joy,2600,3.39,900,3.1550000000000002,0.3323401871576775,FzSIO4jBaMMX8PtwPc3OuED0XHk1
2.1,2067,disgust,2600,3.45,900,2.7750000000000004,0.9545941546018393,FzSIO4jBaMMX8PtwPc3OuED0XHk1
2.66,2060,joy,900,2.02,2600,2.34,0.45254833995939053,FzSIO4jBaMMX8PtwPc3OuED0XHk1
3.73,0877,sadness,900,2.66,2600,3.1950000000000003,0.7566042558696058,FzSIO4jBaMMX8PtwPc3OuED0XHk1
3.83,1101,sadness,2600,3.96,900,3.895,0.0919238815542511,FzSIO4jBaMMX8PtwPc3OuED0XHk1
3.67,1698,joy,900,3.14,2600,3.4050000000000002,0.3747665940288701,FzSIO4jBaMMX8PtwPc3OuED0XHk1
