chosenVideoID,chosenVideoRating,notChosenVideoID,notChosenVideoRating,emotionName,confidenceRating,chosenVideoVar,notChosenVideoVar,value_difference,summed_variability,summed_value,consistent_choice,subject_id
1943,3.545,0746,4.41,sadness,,0.33234018715767716,0.6788225099390853,0.8650000000000002,1.0111626970967624,7.955,0,O4mOO2W80Od34gyNg7l6hJzqlDm2
0490,5.35,0746,4.41,sadness,,0.4949747468305834,0.6788225099390853,0.9399999999999995,1.1737972567696686,9.76,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
1623,4.72,0746,4.41,sadness,7,0.16970562748477155,0.6788225099390853,0.3099999999999996,0.8485281374238569,9.129999999999999,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
1329,4.38,0877,3.12,sadness,,0.7636753236814714,0.6646803743153546,1.2599999999999998,1.428355697996826,7.5,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
1167,3.37,0877,3.12,sadness,,0.014142135623730963,0.6646803743153546,0.25,0.6788225099390857,6.49,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
1703,4.03,0120,1.075,sadness,,1.5980613254815976,0.10606601717798207,2.955,1.7041273426595798,5.105,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
0746,4.41,0312,1.35,sadness,,0.6788225099390853,0.49497474683058323,3.06,1.1737972567696686,5.76,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
1169,5.77,0300,4.855,sadness,7,0.2828427124746186,0.12020815280171367,0.9149999999999991,0.40305086527633227,10.625,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
1279,4.765000000000001,0746,4.41,sadness,,0.19091883092036815,0.6788225099390853,0.3550000000000004,0.8697413408594534,9.175,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
0255,3.285,1752,2.365,sadness,,0.41719300090006295,0.8273149339882607,0.9199999999999999,1.2445079348883237,5.65,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
2119,5.125,1101,6.04,sadness,,0.09192388155425173,0.21213203435596475,0.915,0.30405591591021647,11.165,0,O4mOO2W80Od34gyNg7l6hJzqlDm2
2119,5.125,1279,4.765000000000001,sadness,6.22,0.09192388155425173,0.19091883092036815,0.35999999999999943,0.2828427124746199,9.89,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
0891,3.6950000000000003,0877,3.12,sadness,,1.1808683245815346,0.6646803743153546,0.5750000000000002,1.8455486988968892,6.815,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
1329,4.38,2062,4.03,sadness,6.12,0.7636753236814714,0.6646803743153546,0.34999999999999964,1.428355697996826,8.41,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
2035,6.59,1943,3.545,sadness,,0.4242640687119283,0.33234018715767716,3.045,0.7566042558696054,10.135,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
2062,4.03,0891,3.6950000000000003,sadness,,0.6646803743153546,1.1808683245815346,0.33499999999999996,1.8455486988968892,7.7250000000000005,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
0891,3.6950000000000003,1167,3.37,sadness,,1.1808683245815346,0.014142135623730963,0.3250000000000002,1.1950104602052656,7.065,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
1231,5.175,1703,4.03,sadness,,0.049497474683058526,1.5980613254815976,1.1449999999999996,1.6475588001646562,9.205,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
1485,5.8100000000000005,1231,5.175,sadness,,0.7919595949289333,0.049497474683058526,0.6350000000000007,0.8414570696119918,10.985,1,O4mOO2W80Od34gyNg7l6hJzqlDm2
,,,,sadness,,,,,,,0,vTreiIt2JuefuP24EEhz5QRXwyq2
