rating_phase1,videoID,emotionName,rating_phase2,average_rating,variance_rating,subject_id
5.69,0824,romance,5.83,5.76,0.09899494936611643,O4mOO2W80Od34gyNg7l6hJzqlDm2
5.43,1378,romance,5.37,5.4,0.042426406871192576,O4mOO2W80Od34gyNg7l6hJzqlDm2
6.1,0520,romance,6.61,6.355,0.3606244584051397,O4mOO2W80Od34gyNg7l6hJzqlDm2
6.05,1622,romance,4.73,5.390000000000001,0.9333809511662423,O4mOO2W80Od34gyNg7l6hJzqlDm2
4.52,1028,romance,4.8,4.66,0.19798989873223347,O4mOO2W80Od34gyNg7l6hJzqlDm2
6.16,1807,romance,6.02,6.09,0.09899494936611705,O4mOO2W80Od34gyNg7l6hJzqlDm2
5.37,0543,romance,6.34,5.855,0.685893577750951,O4mOO2W80Od34gyNg7l6hJzqlDm2
5.47,0069,romance,4.57,5.02,0.6363961030678924,O4mOO2W80Od34gyNg7l6hJzqlDm2
3.42,0779,romance,3.04,3.23,0.268700576850888,O4mOO2W80Od34gyNg7l6hJzqlDm2
5.8,1829,romance,5.99,5.895,0.1343502884254443,O4mOO2W80Od34gyNg7l6hJzqlDm2
7.0,2110,romance,5.32,6.16,1.1879393923933996,O4mOO2W80Od34gyNg7l6hJzqlDm2
1.0,0103,romance,3.38,2.19,1.682914139223983,O4mOO2W80Od34gyNg7l6hJzqlDm2
4.9,1928,romance,4.69,4.795,0.14849242404917495,O4mOO2W80Od34gyNg7l6hJzqlDm2
5.17,1658,romance,5.72,5.445,0.388908729652601,O4mOO2W80Od34gyNg7l6hJzqlDm2
5.11,1626,romance,5.13,5.12,0.014142135623730649,O4mOO2W80Od34gyNg7l6hJzqlDm2
3.42,1716,romance,5.0,4.21,1.1172287142747452,O4mOO2W80Od34gyNg7l6hJzqlDm2
5.37,1909,romance,5.46,5.415,0.06363961030678918,O4mOO2W80Od34gyNg7l6hJzqlDm2
4.36,1295,romance,4.83,4.595000000000001,0.33234018715767716,O4mOO2W80Od34gyNg7l6hJzqlDm2
5.49,1756,romance,5.21,5.35,0.19798989873223347,O4mOO2W80Od34gyNg7l6hJzqlDm2
5.54,1238,romance,5.08,5.3100000000000005,0.3252691193458118,O4mOO2W80Od34gyNg7l6hJzqlDm2
5.6,1054,romance,5.76,5.68,0.1131370849898477,O4mOO2W80Od34gyNg7l6hJzqlDm2
6.11,1989,romance,5.35,5.73,0.5374011537017765,O4mOO2W80Od34gyNg7l6hJzqlDm2
4.21,1534,romance,4.51,4.359999999999999,0.21213203435596412,O4mOO2W80Od34gyNg7l6hJzqlDm2
3.52,0307,romance,4.4,3.96,0.6222539674441621,O4mOO2W80Od34gyNg7l6hJzqlDm2
4.17,0277,romance,4.82,4.495,0.45961940777125615,O4mOO2W80Od34gyNg7l6hJzqlDm2
4.55,2007,romance,5.85,5.199999999999999,0.9192388155425116,O4mOO2W80Od34gyNg7l6hJzqlDm2
4.51,1086,romance,4.27,4.39,0.16970562748477155,O4mOO2W80Od34gyNg7l6hJzqlDm2
1.5,1756,romance,2.59,2.045,0.7707463914933367,vTreiIt2JuefuP24EEhz5QRXwyq2
2.67,1028,romance,1.18,1.9249999999999998,1.053589103967956,vTreiIt2JuefuP24EEhz5QRXwyq2
6.02,1086,romance,4.95,5.484999999999999,0.7566042558696054,vTreiIt2JuefuP24EEhz5QRXwyq2
6.17,1658,romance,6.77,6.47,0.4242640687119283,vTreiIt2JuefuP24EEhz5QRXwyq2
5.61,1378,romance,5.51,5.5600000000000005,0.07071067811865513,vTreiIt2JuefuP24EEhz5QRXwyq2
1.46,0520,romance,1.5,1.48,0.028284271247461926,vTreiIt2JuefuP24EEhz5QRXwyq2
6.42,1829,romance,5.64,6.029999999999999,0.5515432893255073,vTreiIt2JuefuP24EEhz5QRXwyq2
6.41,1054,romance,6.27,6.34,0.09899494936611705,vTreiIt2JuefuP24EEhz5QRXwyq2
6.59,1716,romance,6.92,6.755,0.23334523779156074,vTreiIt2JuefuP24EEhz5QRXwyq2
6.42,1295,romance,6.86,6.640000000000001,0.3111269837220812,vTreiIt2JuefuP24EEhz5QRXwyq2
6.46,2007,romance,6.12,6.29,0.24041630560342606,vTreiIt2JuefuP24EEhz5QRXwyq2
6.43,0277,romance,5.97,6.199999999999999,0.3252691193458118,vTreiIt2JuefuP24EEhz5QRXwyq2
2.44,1534,romance,3.17,2.8049999999999997,0.5161879502661797,vTreiIt2JuefuP24EEhz5QRXwyq2
6.43,1622,romance,5.75,6.09,0.4808326112068521,vTreiIt2JuefuP24EEhz5QRXwyq2
6.05,0779,romance,5.46,5.755,0.41719300090006295,vTreiIt2JuefuP24EEhz5QRXwyq2
2.07,0103,romance,1.93,2.0,0.09899494936611658,vTreiIt2JuefuP24EEhz5QRXwyq2
6.03,0543,romance,5.02,5.525,0.7141778489984135,vTreiIt2JuefuP24EEhz5QRXwyq2
6.96,2110,romance,6.81,6.885,0.10606601717798238,vTreiIt2JuefuP24EEhz5QRXwyq2
3.38,0307,romance,3.57,3.4749999999999996,0.134350288425444,vTreiIt2JuefuP24EEhz5QRXwyq2
6.82,1807,romance,5.92,6.37,0.636396103067893,vTreiIt2JuefuP24EEhz5QRXwyq2
2.1,1626,romance,1.21,1.655,0.6293250352560273,vTreiIt2JuefuP24EEhz5QRXwyq2
6.63,1989,romance,6.51,6.57,0.08485281374238578,vTreiIt2JuefuP24EEhz5QRXwyq2
5.3,1238,romance,5.47,5.385,0.12020815280171303,vTreiIt2JuefuP24EEhz5QRXwyq2
1.32,0824,romance,1.25,1.2850000000000001,0.049497474683058366,vTreiIt2JuefuP24EEhz5QRXwyq2
5.55,1928,romance,5.51,5.529999999999999,0.028284271247461926,vTreiIt2JuefuP24EEhz5QRXwyq2
6.89,1909,romance,6.2,6.545,0.48790367901871745,vTreiIt2JuefuP24EEhz5QRXwyq2
6.46,0069,romance,5.48,5.970000000000001,0.6929646455628162,vTreiIt2JuefuP24EEhz5QRXwyq2
6.29,1086,romance,5.98,6.135,0.21920310216782946,v1YJ7EKlcFYhpoToZJgLzd7nTIB3
2.55,0520,romance,2.05,2.3,0.3535533905932738,v1YJ7EKlcFYhpoToZJgLzd7nTIB3
2.36,0307,romance,2.11,2.235,0.1767766952966369,v1YJ7EKlcFYhpoToZJgLzd7nTIB3
4.38,1756,romance,2.45,3.415,1.3647160876900366,v1YJ7EKlcFYhpoToZJgLzd7nTIB3
1.63,1626,romance,1.31,1.47,0.2262741699796951,v1YJ7EKlcFYhpoToZJgLzd7nTIB3
5.97,1829,romance,4.97,5.47,0.7071067811865476,v1YJ7EKlcFYhpoToZJgLzd7nTIB3
4.79,1295,romance,4.42,4.605,0.26162950903902266,v1YJ7EKlcFYhpoToZJgLzd7nTIB3
4.59,1238,romance,5.03,4.8100000000000005,0.3111269837220812,v1YJ7EKlcFYhpoToZJgLzd7nTIB3
5.29,1658,romance,4.97,5.13,0.2262741699796954,v1YJ7EKlcFYhpoToZJgLzd7nTIB3
4.87,1534,romance,4.49,4.68,0.268700576850888,v1YJ7EKlcFYhpoToZJgLzd7nTIB3
2.66,0824,romance,1.9,2.2800000000000002,0.5374011537017763,v1YJ7EKlcFYhpoToZJgLzd7nTIB3
3.44,0779,romance,3.01,3.2249999999999996,0.3040559159102155,v1YJ7EKlcFYhpoToZJgLzd7nTIB3
5.41,2110,romance,5.07,5.24,0.24041630560342606,v1YJ7EKlcFYhpoToZJgLzd7nTIB3
4.83,0543,romance,5.35,5.09,0.3676955262170044,v1YJ7EKlcFYhpoToZJgLzd7nTIB3
5.8,1807,romance,5.58,5.6899999999999995,0.15556349186104027,v1YJ7EKlcFYhpoToZJgLzd7nTIB3
5.0,1989,romance,5.48,5.24,0.3394112549695431,v1YJ7EKlcFYhpoToZJgLzd7nTIB3
5.62,0069,romance,6.0,5.8100000000000005,0.268700576850888,v1YJ7EKlcFYhpoToZJgLzd7nTIB3
4.98,1054,romance,5.21,5.095000000000001,0.1626345596729056,v1YJ7EKlcFYhpoToZJgLzd7nTIB3
